,Gene_ID,Comparison,NR ID,NT ID,KO Name,Swissprot ID,PFAM ID,KOG ID,Hit1_acc,,,,,,
178,PGSC0003DMG400003562,Cv653,XP_006340733.1,HG975441.1,TRRAP,P38811,PF13414//PF02259,KOG0889,TRA1_YEAST,,,,,,
179,Novel03093,Cv653,XP_006351621.1,XM_006351559.1,"RP-S3e, RPS3",Q9FJA6,PF07650,KOG3181,RS33_ARATH,,,,,,
180,PGSC0003DMG400016290,Cv653,XP_006350687.1,XM_006350625.2,PPP1C,P48489,PF00149,KOG0374,PP1_ORYSJ,,,,,,
181,Novel00329,Cv653,XP_006367944.1,XM_006367882.2,--,Q9LZB2,PF00657,--,GDL74_ARATH,,,,,,
182,PGSC0003DMG400006368,Cv653,XP_004237819.1,XM_006363382.2,--,P24465,PF00067,--,C71A1_PERAE,,,,,,
183,PGSC0003DMG402015935,Cv653,XP_006344553.1,XM_015307435.1,AASS,Q9SMZ4,PF03435,KOG0172,AASS_ARATH,,,,,,
184,PGSC0003DMG400029620,Cv653,CHS1B,NM_001288423.1,CHS,Q43163,PF08541//PF08392//PF08545,--,CHSB_SOLTU,,,,,,
185,PGSC0003DMG400018158,Cv653,XP_006344416.1,XM_006344354.2,--,--,PF01529//PF08711,--,-,,,,,,
186,PGSC0003DMG404006439,Cv653,XP_006363464.1,HG975448.1,--,Q3L181,--,--,PERR_RAUSE,,,,,,
187,PGSC0003DMG400027383,Cv653,NP_001275221.1,XM_006340305.2,"RP-S13e, RPS13",P62302,PF08069//PF00312,KOG0400,RS13_SOYBN,,,,,,
188,PGSC0003DMG400023943,Cv653,XP_004240891.1,XM_015311326.1,--,Q8RWG3,--,--,RER6_ARATH,,,,,,
189,PGSC0003DMG400000828,Cv653,XP_006362570.1,XM_006362508.2,--,Q9ZQ85,PF03612//PF06524,--,EFM_ARATH,,,,,,
190,Novel02053,Cv653,XP_006340463.1,XM_006340401.2,--,Q94CL7,PF17082,--,PHR1_ARATH,,,,,,
191,PGSC0003DMG400012763,Cv653,XP_006339428.1,XM_006339366.2,SMO1,Q8L7W5,PF02950//PF04116,KOG0873,SMO11_ARATH,,,,,,
192,Novel01462,Cv653,XP_006338224.1,XM_006338162.2,SNRK2,Q39193,PF07714//PF00069,KOG0583,SRK2I_ARATH,,,,,,
193,PGSC0003DMG400011319,Cv653,XP_006342798.1,XM_006342736.2,"RP-S21e, RPS21",Q3E902,PF01249,KOG3486,RS212_ARATH,,,,,,
194,PGSC0003DMG400018819,Cv653,XP_006348023.1,XM_006347961.2,--,O64654,PF00085,KOG0907,TRL11_ARATH,,,,,,
195,PGSC0003DMG400016133,Cv653,XP_006353168.1,XM_015311238.1,--,Q56X46,PF01312//PF02984//PF00924,KOG1507,MSL2_ARATH,,,,,,
196,PGSC0003DMG400007707,Cv653,XP_006349931.1,XM_006349869.2,"RP-L13Ae, RPL13A",Q9FKC0,PF00283//PF00572,KOG3204,R13A4_ARATH,,,,,,
197,Novel02232,Cv653,NP_001274952.1,XM_015303516.1,NFYB,Q9SLG0,PF00125,KOG0869,NFYB1_ARATH,,,,,,
198,PGSC0003DMG400008954,Cv653,XP_006341109.1,XM_006341048.2,cah,O04846,--,KOG0382,ATCA1_ARATH,,,,,,
199,Novel03555,Cv653,XP_006360968.1,XM_010328557.1,UTP20,O75691,--,KOG1823,UTP20_HUMAN,,,,,,
200,PGSC0003DMG400026970,Cv653,XP_006347388.1,XM_006347326.2,"RP-SAe, RPSA",O80377,PF00318//PF07421,KOG0830,RSSA_DAUCA,,,,,,
201,PGSC0003DMG400021076,Cv653,XR_368663.2,XR_368663.2,--,--,--,--,-,,,,,,
202,Novel01091,Cv653,XP_006358985.1,XM_015314182.1,--,C3VEQ2,PF08491//PF01494,--,ZEP_ONCHC,,,,,,
203,PGSC0003DMG400023742,Cv653,XP_006349414.1,XM_006349352.2,MEKK1P,Q39008,PF00069//PF07714//PF06293,KOG0198,M3K1_ARATH,,,,,,
204,PGSC0003DMG400014513,Cv653,XP_010325168.1,HG975520.1,PTCD1,Q8GZ63,PF01372//PF00637//PF03106,--,PP397_ARATH,,,,,,
205,PGSC0003DMG400019379,Cv653,XP_006358642.1,XM_015314036.1,SPA1,Q9SYX2,PF00069//PF04718//PF00400,KOG0264,SPA1_ARATH,,,,,,
206,PGSC0003DMG400003707,Cv653,XP_006341997.1,XM_006341935.2,CTSF,Q9SUL1,PF00112//PF03051,KOG1543,RD19C_ARATH,,,,,,
207,PGSC0003DMG401030679,Cv653,XP_011078421.1,XM_006359428.2,--,Q8L706,PF17047,KOG1012,SYT5_ARATH,,,,,,
208,PGSC0003DMG400030984,Cv653,XP_006365235.1,XM_006365173.2,"cynT, can",P27141,PF00484,KOG1578,CAHC_TOBAC,,,,,,
209,PGSC0003DMG400010224,Cv653,XP_006362435.1,XM_006362373.2,--,Q9FJ47,PF00112//PF03051,KOG1543,SAG12_ARATH,,,,,,
210,PGSC0003DMG400025239,Cv653,XP_006366493.1,XM_006366431.2,E3.2.1.21,Q75W17,PF00232,--,FURH_VIBFR,,,,,,
211,PGSC0003DMG400016625,Cv653,XP_006358800.1,XM_006358738.2,--,P46228,PF00575,KOG1070,RS1_SYNP6,,,,,,
212,PGSC0003DMG400006991,Cv653,XP_004240045.1,XM_006345451.2,"RP-S13e, RPS13",P62302,PF08069//PF00312,KOG0400,RS13_SOYBN,,,,,,
213,PGSC0003DMG400030185,Cv653,XP_004236769.1,XM_015218913.1,"RP-L35e, RPL35",Q9M5L0,PF00831,KOG3436,RL35_EUPES,,,,,,
214,PGSC0003DMG400006185,Cv653,XP_006359704.1,XM_006359642.2,"SKP1, CBF3D",Q9FHW7,PF01466//PF03931,KOG1724,SKP1B_ARATH,,,,,,
215,PGSC0003DMG400028897,Cv653,XP_006360197.1,XM_006360135.2,crtZ,O49814,PF04116,--,BCH2_CAPAN,,,,,,
216,PGSC0003DMG400003766,Cv653,XP_004232469.1,XM_006341950.2,"ATPeV0C, ATP6L",P59228,PF00137,KOG0232,VATL2_ARATH,,,,,,
217,PGSC0003DMG401024348,Cv653,XP_006346870.1,HG975442.1,--,--,--,--,-,,,,,,
218,PGSC0003DMG401019352,Cv653,XP_006349707.1,XM_006349645.2,E6.4.1.4A,Q42777,PF00358//PF07831//PF02749//PF05896//PF05634,KOG0238,MCCA_SOYBN,,,,,,
219,PGSC0003DMG400026319,Cv653,XP_009630985.1,XM_006356993.2,SFRS7,Q9SJA6,PF00098//PF16367//PF00076,KOG0107,RZ22A_ARATH,,,,,,
220,PGSC0003DMG400003155,Cv653,XP_006347575.1,XM_006347513.2,4CL,P31687,PF00501,KOG1176,4CL2_SOYBN,,,,,,
221,PGSC0003DMG400030353,Cv653,XP_004241168.1,XM_006350770.2,--,Q9ST43,--,--,PH1_ARATH,,,,,,
222,PGSC0003DMG400022263,Cv653,XP_008447787.1,XM_006346040.2,ALDO,O65581,PF00274//PF10104,KOG1557,ALFC5_ARATH,,,,,,
223,PGSC0003DMG400017291,Cv653,XP_006348929.1,XM_006348867.2,--,C0LGE0,PF07714//PF00069//PF13855//PF00560,--,Y1765_ARATH,,,,,,
224,PGSC0003DMG400027594,Cv653,XP_006357301.1,XM_006357239.2,"E3.1.2.6, gloB",O24496,--,KOG0813,GLO2C_ARATH,,,,,,
225,PGSC0003DMG400027765,Cv653,XP_006339470.1,HG975440.1,--,Q9LQ73,PF05648,--,PX11C_ARATH,,,,,,
226,Novel00018,Cv653,XP_004228416.1,HG975440.1,--,--,--,--,-,,,,,,
227,PGSC0003DMG400010661,Cv653,XP_006342732.1,XM_006342670.2,--,P93092,--,KOG1748,ACP1_CASGL,,,,,,
228,PGSC0003DMG400023013,Cv653,NP_001275221.1,XM_004234896.2,"RP-S13e, RPS13",P62302,PF08069//PF00312,KOG0400,RS13_SOYBN,,,,,,
229,PGSC0003DMG400025836,Cv653,XP_006346287.1,XM_006346225.2,--,--,PF04145//PF11480//PF06432,--,-,,,,,,
230,PGSC0003DMG400027152,Cv653,XP_006355719.1,XM_006355657.2,"ZIM17, DNLZ, Tim15",Q0IH40,PF05482//PF05180,KOG3277,DNLZ_XENLA,,,,,,
231,Novel03456,Cv653,XP_006341046.1,XM_006340984.2,--,C7J4U3,--,--,OST4A_ORYSJ,,,,,,
232,PGSC0003DMG400034293,Cv653,XP_006362492.1,XR_368516.2,"UPF1, RENT1",Q9FJR0,PF09416,KOG1802,RENT1_ARATH,,,,,,
233,PGSC0003DMG400029552,Cv653,XP_010648838.1,XM_015312220.1,CNGF,Q9SJA4,PF00520//PF00255,KOG0498,CNG14_ARATH,,,,,,
234,PGSC0003DMG400013816,Cv653,XP_006366754.1,XM_006366692.2,--,P36591,--,KOG2551,DYR_SCHPO,,,,,,
235,PGSC0003DMG400029643,Cv653,XP_006360326.1,XM_006360307.2,--,Q84TH9,PF10473//PF04111//PF05837//PF16987//PF06009,--,NLP7_ARATH,,,,,,
236,PGSC0003DMG401004779,Cv653,XP_006355507.1,XM_006355445.2,--,Q9SD85,PF00067,--,F3PH_ARATH,,,,,,
237,Novel01816,Cv653,XP_006343307.1,XM_015306891.1,"SETX, ALS4",P38935,PF04851//PF01057//PF07652//PF07728//PF00004//PF05496,KOG1803,SMBP2_HUMAN,,,,,,
238,Novel01973,Cv653,XP_006361393.1,XM_006361331.2,--,--,PF06009//PF05427//PF05531//PF16326,--,-,,,,,,
239,PGSC0003DMG400027124,Cv653,XP_006355747.1,XM_006355685.2,--,Q9LY50,PF00069//PF07714,--,ACCR3_ARATH,,,,,,
240,PGSC0003DMG400008351,Cv653,XP_009606047.1,NM_001318648.1,"RP-S5e, RPS5",O65731,--,KOG3291,RS5_CICAR,,,,,,
241,PGSC0003DMG400012210,Cv653,XP_006439553.1,XM_006343925.2,gshA,O22493,PF04107,--,GSH1_SOLLC,,,,,,
242,PGSC0003DMG400003380,Cv653,XP_006363248.1,XM_006363186.2,--,Q6L439,PF00931//PF04579//PF01080//PF05496//PF00050//PF13855//PF01926//PF05393,--,R1A4_SOLDE,,,,,,
243,PGSC0003DMG400003516,Cv653,XP_006340644.1,XM_006340582.2,--,P51107,PF02738//PF01370//PF01073//PF07127//PF00106//PF00056,KOG0431,DFRA_SOLLC,,,,,,
244,PGSC0003DMG400030692,Cv653,XP_006359544.1,XM_006359482.2,--,O82258,--,--,CRR6_ARATH,,,,,,
245,PGSC0003DMG400031346,Cv653,XP_006355152.1,XM_006355090.2,--,--,--,--,-,,,,,,
246,Novel00806,Cv653,XP_006338959.1,XM_006338897.2,"PSAP, SGP1",Q9SF24,PF16685//PF05184//PF08429,--,LOR10_ARATH,,,,,,
247,PGSC0003DMG400030957,Cv653,XP_006362019.1,XM_006361957.2,CTSF,P43296,PF03051//PF00112,--,RD19A_ARATH,,,,,,
248,PGSC0003DMG400027013,Cv653,XP_006347292.1,XM_006347230.2,--,Q9LX31,--,--,GUN4C_ARATH,,,,,,
249,PGSC0003DMG400022420,Cv653,XP_006347093.1,XM_006347031.2,"MAK11, PAK1IP1",Q6TNS2,PF08515//PF00400,KOG0294,PK1IP_DANRE,,,,,,
250,PGSC0003DMG400014013,Cv653,XP_004252382.1,HG975451.1,--,H2DH18,PF00067,--,C7A12_PANGI,,,,,,
251,PGSC0003DMG400029830,Cv653,XP_006351289.1,XM_015200088.1,--,P36401,PF00332,--,E13H_TOBAC,,,,,,
252,PGSC0003DMG400003491,Cv653,XP_006338005.1,XM_015306441.1,--,--,PF05280,--,-,,,,,,
253,PGSC0003DMG400009909,Cv653,XP_006342136.1,XM_006342074.2,--,Q9LE38,PF04218//PF00564//PF01590//PF05393//PF13185,--,NLP4_ARATH,,,,,,
254,PGSC0003DMG400024264,Cv653,XP_004246393.1,XM_006340917.2,"SNU13, NHP2L",Q5XH16,--,KOG3387,NH2L1_XENLA,,,,,,
255,PGSC0003DMG400002217,Cv653,XP_006340022.1,XM_006339961.2,--,Q6L403,PF03796//PF03266//PF00931//PF13855//PF01443//PF00004,--,R1B17_SOLDE,,,,,,
256,PGSC0003DMG400015229,Cv653,XP_006351442.1,XM_006351380.2,--,Q9FMK7,PF00651//PF02135,KOG1778,BT1_ARATH,,,,,,
257,PGSC0003DMG400031326,Cv653,XP_006356501.1,XM_006356439.2,--,Q9SVG5,PF08031//PF01565,--,BBE18_ARATH,,,,,,
258,PGSC0003DMG400011249,Cv653,XP_006352592.1,XM_006352530.2,--,O65416,PF04142//PF05720,--,SKI27_ARATH,,,,,,
259,PGSC0003DMG400029074,Cv653,XP_009760221.1,XM_006361254.2,pbuG,Q9SRK7,PF00860//PF01758//PF00916,--,AZG1_ARATH,,,,,,
260,PGSC0003DMG400024772,Cv653,XP_006344705.1,XM_006344643.2,--,Q0WRB2,PF07228//PF00481,--,P2C73_ARATH,,,,,,
261,PGSC0003DMG400031110,Cv653,XP_006359116.1,XM_006359054.2,--,--,PF15088//PF07819,--,-,,,,,,
262,PGSC0003DMG401029058,Cv653,XP_006338001.1,HG975440.1,--,Q68EU8,--,KOG4455,EMC6_XENLA,,,,,,
263,PGSC0003DMG400006993,Cv653,XP_006345522.1,XM_006345460.2,E1.11.1.7,P22195,PF00141,--,PER1_ARAHY,,,,,,
264,PGSC0003DMG400024972,Cv653,XP_006339824.1,XM_006339762.2,--,P51273,--,--,YCF36_PORPU,,,,,,
265,PGSC0003DMG401028661,Cv653,XP_006350966.1,XM_006350904.2,PI4K,Q9FMJ0,PF00257,KOG0903,P4KB1_ARATH,,,,,,
266,PGSC0003DMG401011998,Cv653,XP_006340219.1,XM_006347131.2,"NRT, narK, nrtP, nasA",O82811,PF07690,--,NRT21_ARATH,,,,,,
267,PGSC0003DMG400029617,Cv653,XP_006360331.1,XM_006360269.2,--,Q9FPR3,PF07714//PF00069//PF08168//PF00564,--,EDR1_ARATH,,,,,,
268,PGSC0003DMG400011977,Cv653,XP_006341764.1,XM_006341702.2,HSP20,P09886,--,--,HS21C_PEA,,,,,,
269,PGSC0003DMG400009440,Cv653,XP_006361948.1,XM_006361887.2,LARP1,--,--,--,-,,,,,,
270,PGSC0003DMG400014102,Cv653,XP_006342338.1,XM_006342277.2,--,--,PF01510//PF02285//PF08136,--,-,,,,,,
271,PGSC0003DMG400025098,Cv653,XP_006348602.1,XM_006348540.2,--,Q9M9Y8,PF01494//PF12831//PF07992//PF01266//PF01593//PF06100//PF01134//PF00070,--,CRTSO_ARATH,,,,,,
272,PGSC0003DMG400018094,Cv653,XP_006343505.1,XM_006344344.2,"RP-L44e, RPL44",Q96499,PF00935,KOG3464,RL44_GOSHI,,,,,,
273,PGSC0003DMG400004625,Cv653,XP_006349828.1,XM_006349766.2,--,Q8VXU6,PF13465,--,DI194_ARATH,,,,,,
274,PGSC0003DMG400027012,Cv653,NP_001275300.1,XM_015223606.1,VTC2_5,Q8RWE8,PF01370,KOG2720,GGAP1_ARATH,,,,,,
275,PGSC0003DMG400024765,Cv653,XP_006344695.1,XM_006344633.2,--,I6YGS0,PF12740//PF07224,KOG4178,EPHA_MYCTU,,,,,,
276,PGSC0003DMG400031377,Cv653,XP_006355003.1,XM_006354941.2,--,Q7ZWU7,PF17047//PF00168,KOG1012,EST2B_XENLA,,,,,,
277,PGSC0003DMG401022455,Cv653,XP_006347837.1,XM_006347775.2,--,--,--,--,-,,,,,,
278,PGSC0003DMG400029107,Cv653,XP_006352188.1,XM_006352126.1,--,Q9FYF7,PF11991//PF07464//PF01442,--,Y1736_ARATH,,,,,,
279,PGSC0003DMG400000286,Cv653,KHN42697.1,HG975451.1,"RP-S30e, RPS30",P49689,--,KOG0009,RS30_ARATH,,,,,,
280,PGSC0003DMG401025807,Cv653,XP_006346443.1,XM_006346381.1,--,--,PF02298,--,-,,,,,,
281,PGSC0003DMG400008702,Cv653,XP_009618454.1,XM_006363887.2,--,--,--,--,-,,,,,,
282,PGSC0003DMG400027530,Cv653,HG975521.1,HG975521.1,--,--,--,--,-,,,,,,
283,PGSC0003DMG400026222,Cv653,XP_006359218.1,XM_006359156.1,--,O23547,--,--,EXLB1_ARATH,,,,,,
284,PGSC0003DMG400021761,Cv653,XP_006362364.1,XM_010319423.1,--,--,--,--,-,,,,,,
285,Novel00819,Cv653,XP_012472885.1,HG975449.1,CALM,P62162,PF02563//PF10591//PF12763//PF13202//PF13833//PF00036//PF13499//PF13405,KOG0027,CALM_HORVU,,,,,,
286,PGSC0003DMG400031137,Cv653,XP_006359015.1,HG975516.1,PTGES3,P0C8Z0,--,--,Y8359_ORYSI,,,,,,
287,PGSC0003DMG400025161,Cv653,XP_004230848.1,XM_006365430.2,--,Q9XIA7,PF15178//PF08116//PF05187,--,TOM6_ARATH,,,,,,
288,PGSC0003DMG400003863,Cv653,XP_006354366.1,XM_006354304.2,BUD20,B0BLT0,PF13465//PF06220,KOG3408,ZN593_XENTR,,,,,,
289,PGSC0003DMG400012191,Cv653,XP_006343946.1,XM_006343884.2,--,Q9MAA2,--,--,AT74_ARATH,,,,,,
290,PGSC0003DMG401024842,Cv653,XP_006356272.1,XM_006356210.2,--,P16273,PF04658,--,PRPX_HORVU,,,,,,
291,PGSC0003DMG401004368,Cv653,XP_006361331.1,XM_006361269.2,--,--,--,--,-,,,,,,
292,PGSC0003DMG400021247,Cv653,XP_006360016.1,XM_006359954.2,"GST, gst",Q03666,PF13417//PF02798//PF13409,--,GSTX4_TOBAC,,,,,,
293,Novel00335,Cv653,CDP17221.1,XM_009792001.1,PLD1_2,Q9M9W8,PF00614//PF08281,KOG1329,PLDZ2_ARATH,,,,,,
294,PGSC0003DMG400029408,Cv653,Q9M5L6.1,DQ294281.1,"katE, CAT, catB, srpA",P55311,PF00199,KOG0047,CATA_SOLME,,,,,,
295,PGSC0003DMG400008100,Cv653,XP_006340163.1,XM_006340101.2,--,P84527,PF07127,--,KIWEL_ACTDE,,,,,,
296,Novel02466,Cv653,XP_009794180.1,XM_006338090.2,--,Q9SL76,PF00069//PF07714//PF07228//PF00481,KOG0616,P2C19_ARATH,,,,,,
297,PGSC0003DMG400028160,Cv653,XP_006339141.1,XM_006339079.2,--,Q9SIH5,--,--,FB322_ARATH,,,,,,
298,PGSC0003DMG400031093,Cv653,XP_006366777.1,XM_006366715.2,"GST, gst",P49332,PF13409//PF13417//PF02798,--,GSTXC_TOBAC,,,,,,
299,PGSC0003DMG400017341,Cv653,XP_006348942.1,XM_015309413.1,GAUT,Q8L4B0,PF01501//PF08050,--,GAUTF_ARATH,,,,,,
300,PGSC0003DMG400010802,Cv653,CAB52708.1,NM_001288143.1,"G6PD, zwf",Q43793,PF00479//PF02781,KOG0563,G6PDC_TOBAC,,,,,,
301,PGSC0003DMG400021051,Cv653,AAV33689.1,XM_015305673.1,--,Q9C9H7,PF00560//PF13855,--,RLP12_ARATH,,,,,,
302,PGSC0003DMG400012640,Cv653,NP_001234029.2,XM_006338575.2,pel,P24396,PF06714//PF05392,--,PLY18_SOLLC,,,,,,
303,PGSC0003DMG400020703,Cv653,AAL73184.1,HG975446.1,E3.2.1.14,Q9FRV1,PF00187,--,CHIA_SECCE,,,,,,
304,PGSC0003DMG401005911,Cv653,XP_004252282.1,XM_006361058.2,"RP-S11e, RPS11",P17093,PF00366,KOG1728,RS11_SOYBN,,,,,,
305,PGSC0003DMG401000927,Cv653,XP_004243621.1,XM_004243573.2,--,Q5EAE0,PF06008//PF09803,KOG2667,ERGI3_BOVIN,,,,,,
306,PGSC0003DMG400031166,Cv653,XP_006347985.1,XM_006347923.1,"ndk, NME",Q56E62,PF02383//PF00334,KOG0888,NDK1_TOBAC,,,,,,
307,PGSC0003DMG400028267,Cv653,XP_004249461.1,XM_006339050.2,CSLA,Q9LZR3,PF13506,--,CSLA9_ARATH,,,,,,
308,PGSC0003DMG400006610,Cv653,XP_006367657.1,XM_006367595.2,PIK1,Q9LQQ8,PF07714//PF00069,--,PBL5_ARATH,,,,,,
309,PGSC0003DMG400025778,Cv653,XP_006346394.1,XM_006346332.2,--,Q9SLN1,PF06974//PF01166//PF04210,--,FPP7_ARATH,,,,,,
310,PGSC0003DMG400011907,Cv653,XP_009627422.1,XM_009804024.1,--,Q6L440,PF00004//PF00931//PF03266//PF05496//PF10120,--,R1A3_SOLDE,,,,,,
311,PGSC0003DMG400008256,Cv653,XP_006349632.1,XM_006349570.2,"RP-L36e, RPL36",Q9M352,PF01158,KOG3452,RL362_ARATH,,,,,,
312,PGSC0003DMG400025459,Cv653,XP_006355306.1,XM_006355244.2,--,O82199,PF00642,KOG1595,C3H20_ARATH,,,,,,
313,PGSC0003DMG400007797,Cv653,XP_011082955.1,XM_006349955.2,"CS, gltA",P49299,PF00285,KOG2617,CYSZ_CUCMA,,,,,,
314,PGSC0003DMG400010437,Cv653,XP_009593067.1,XM_006364974.2,"RP-L30, MRPL30, rpmD",--,--,--,-,,,,,,
315,PGSC0003DMG401021514,Cv653,XP_006362084.1,XM_006362022.2,--,Q8VZG8,PF07714//PF00069//PF00560//PF13855,--,MIK2_ARATH,,,,,,
316,PGSC0003DMG400002167,Cv653,XP_006367669.1,XM_006367607.2,"GST, gst",P32111,PF13417//PF02798//PF13409,--,GSTX1_SOLTU,,,,,,
317,PGSC0003DMG400001049,Cv653,EF514212.1,EF514212.1,--,--,--,--,-,,,,,,
318,PGSC0003DMG400011451,Cv653,NP_001275630.1,HG975449.1,--,Q9UM00,PF01956,KOG3312,TMCO1_HUMAN,,,,,,
319,PGSC0003DMG400028112,Cv653,CDX88826.1,NM_001321085.1,--,B8BB68,PF13855//PF00560//PF13516,--,BAK1_ORYSI,,,,,,
320,PGSC0003DMG400025254,Cv653,XP_006366495.1,XM_006366433.2,--,A6V4H6,PF00590,KOG1527,CYSG_PSEA7,,,,,,
321,PGSC0003DMG400000505,Cv653,XP_006338538.1,XM_006338476.2,DOX1,Q9SGH6,--,KOG2408,DOX1_ARATH,,,,,,
322,PGSC0003DMG402022752,Cv653,XP_006358856.1,HG975447.1,--,Q93ZQ5,PF07690//PF00851//PF00083,KOG1161,SPXM3_ARATH,,,,,,
323,Novel01962,Cv653,XP_006360864.1,XM_006360802.2,--,Q8IX12,PF13499//PF13405//PF05104,--,CCAR1_HUMAN,,,,,,
324,PGSC0003DMG402030647,Cv653,XP_004231993.1,XM_015313618.1,--,Q8RY22,--,KOG1421,DEGP7_ARATH,,,,,,
325,PGSC0003DMG400027630,Cv653,XP_006348364.1,HG975446.1,USP36_42,Q9Y5Z4,--,--,HEBP2_HUMAN,,,,,,
326,PGSC0003DMG400004643,Cv653,XP_006349947.1,XM_006349885.2,--,A2YA15,PF07706//PF00072//PF07728//PF00512,KOG0519,OHK2_ORYSI,,,,,,
327,PGSC0003DMG400028818,Cv653,XP_006352004.1,XM_015206134.1,--,Q9SSE5,PF00643//PF06203,--,COL9_ARATH,,,,,,
328,PGSC0003DMG400014322,Cv653,XP_006353340.1,XM_006353278.2,--,Q9XH44,--,KOG3346,CET1_TOBAC,,,,,,
329,PGSC0003DMG400032281,Cv653,XP_004240204.1,AC240057.1,--,Q6L3N7,PF01637//PF13855//PF00931,--,R1C3_SOLDE,,,,,,
330,PGSC0003DMG400001630,Cv653,NP_001275605.1,HG975513.1,E5.2.1.8,P21568,PF00160,KOG0865,CYPH_SOLLC,,,,,,
331,PGSC0003DMG400020497,Cv653,XP_006362493.1,XM_006362431.2,--,Q850K7,--,--,EXLB1_ORYSJ,,,,,,
332,PGSC0003DMG400012547,Cv653,XP_006351761.1,HG975440.1,--,Q8RXN0,PF00005//PF01061//PF13304,KOG0061,AB11G_ARATH,,,,,,
333,PGSC0003DMG400027149,Cv653,XP_006355713.1,XM_006355651.2,"PRKAA, AMPK",Q8RWC9,PF05478//PF03822//PF00069//PF07714//PF06293,--,CIPK1_ARATH,,,,,,
334,PGSC0003DMG400042481,Cv653,XP_006355874.1,XM_006355812.2,--,Q93ZT5,PF01158,--,EDL3_ARATH,,,,,,
335,Novel01084,Cv653,XP_006340397.1,XM_006340335.2,--,Q0WL81,--,--,RNL_ARATH,,,,,,
336,PGSC0003DMG400029283,Cv653,NP_001274954.1,NM_001288025.1,"RP-S6e, RPS6",O48549,PF01092//PF08563,KOG1646,RS61_ARATH,,,,,,
337,Novel00551,Cv653,XP_011087519.1,XM_006344735.1,ARF1,P36397,PF08477//PF00025//PF00503//PF01591//PF04670//PF00071//PF01926,KOG0070,ARF1_ARATH,,,,,,
338,Novel03066,Cv653,XP_006344520.1,XR_001474651.1,SLC25A23S,Q9SI75,PF12861,--,EFGC_ARATH,,,,,,
339,PGSC0003DMG400004605,Cv653,XP_003607667.1,XM_006349796.2,"RP-S27Ae, RPS27A",P0CH32,PF14560//PF01599//PF00240,KOG0004,UBQ4_ARATH,,,,,,
340,PGSC0003DMG400009850,Cv653,XP_006367946.1,XM_006366539.2,--,Q6PQJ9,PF01370,--,5BPOR_DIGLA,,,,,,
341,PGSC0003DMG400031787,Cv653,XP_006359846.1,XM_006359784.2,"RP-L22e, RPL22",Q9M9W1,PF01776,KOG3434,RL222_ARATH,,,,,,
342,PGSC0003DMG400022711,Cv653,XP_002532581.1,XM_015303140.1,--,Q2V452,PF03822//PF00069//PF07714//PF06293,--,CIPK3_ARATH,,,,,,
343,PGSC0003DMG400003993,Cv653,XP_006351012.1,XM_006350950.2,--,Q39962,PF01007,--,CBPR_HEVBR,,,,,,
344,PGSC0003DMG400008404,Cv653,XP_006338929.1,XM_006338867.2,--,Q9LZV4,PF06293//PF07714//PF00069,KOG0590,STN8_ARATH,,,,,,
345,PGSC0003DMG403025662,Cv653,NP_001275612.1,HG975443.1,TAF7,--,--,--,-,,,,,,
346,PGSC0003DMG400005010,Cv653,XP_006360697.1,XM_006360635.2,--,--,--,--,-,,,,,,
347,PGSC0003DMG400022578,Cv653,XP_004234555.1,XM_015212425.1,--,Q93VJ4,--,--,BEE2_ARATH,,,,,,
348,Novel02733,Cv653,XP_006353685.1,XM_010324416.1,--,Q94C48,PF04691,--,WDL5_ARATH,,,,,,
349,PGSC0003DMG400004876,Cv653,XP_006357367.1,XM_006357305.2,--,--,PF03845//PF02485,--,-,,,,,,
350,PGSC0003DMG400033874,Cv653,ABI98681.2,XM_006345513.1,"E1.1.1.40, maeB",P12628,PF00390//PF07728//PF03949,KOG1257,MAOX_PHAVU,,,,,,
351,PGSC0003DMG400024685,Cv653,XP_006344614.1,HG975440.1,"ACSL, fadD",Q8LPS1,PF00501,KOG1256,LACS6_ARATH,,,,,,
352,PGSC0003DMG400026821,Cv653,XP_006367798.1,XM_006367736.2,--,Q9LW49,PF00847,--,ERF4_NICSY,,,,,,
353,PGSC0003DMG400022225,Cv653,XP_006346230.1,XM_006346168.2,UBE2V,Q9SZ42,PF15957//PF04116,--,FAD4_ARATH,,,,,,
354,Novel02346,Cv653,HG975448.1,HG975448.1,--,--,--,--,-,,,,,,
355,PGSC0003DMG400022635,Cv653,XP_004238735.1,XM_015220770.1,--,B9DFG3,PF02724//PF00270//PF01695//PF04851//PF02841,KOG0947,ISE2_ARATH,,,,,,
356,PGSC0003DMG401012456,Cv653,XP_006348232.1,XM_006348170.2,--,Q498F0,PF00400,KOG0283,WDR44_XENLA,,,,,,
357,PGSC0003DMG400012421,Cv653,XP_006348245.1,XM_006348183.2,RNF5,Q8GUK7,PF13639//PF12678//PF12861//PF00097//PF14634,KOG0823,RMA3_ARATH,,,,,,
358,PGSC0003DMG400017570,Cv653,XP_006363892.1,HG975445.1,CAO,Q8S7E1,PF00130//PF00355//PF01155//PF08417,--,CAO_ORYSJ,,,,,,
359,PGSC0003DMG400029792,Cv653,XP_006344955.1,XM_015307583.1,--,Q651X6,PF06638//PF03552,--,CSLE6_ORYSJ,,,,,,
360,Novel01629,Cv653,XP_009779062.1,XM_015307721.1,--,Q94KD3,PF03081//PF01480,KOG1961,VP52A_ARATH,,,,,,
