,Gene_ID,Comparison,NR ID,NT ID,KO Name,Swissprot ID,PFAM ID,KOG ID,Hit1_acc,,,,,,
185,Cluster-67248.25173,Cv111,AAL50565.1,AF405204.1,--,Q8W1W9,PF02458,--,5MAT1_SALSN,,,,,,
186,Cluster-67248.114859,Cv111,XP_011084145.1,XM_011085843.1,OGT,Q9M8Y0,PF13371//PF06552//PF13414//PF13181//PF00515//PF13174//PF14863//PF13374//PF13176,KOG4626,SEC_ARATH,,,,,,
187,Cluster-67248.99613,Cv111,XP_012858332.1,--,--,--,--,--,-,,,,,,
188,Cluster-67248.121112,Cv111,XP_011088459.1,XM_011090157.1,"ATPeV0A, ATP6N",Q8W4S4,PF01496,KOG2189,VHAA3_ARATH,,,,,,
189,Cluster-67248.67315,Cv111,XP_011102221.1,XM_008373325.1,UBN,--,PF01213,--,-,,,,,,
190,Cluster-67248.115467,Cv111,XP_011091304.1,XM_012973122.1,--,Q4FE47,PF13606//PF00023,KOG0504,XB35_ARATH,,,,,,
191,Cluster-67248.75476,Cv111,XP_012835251.1,XM_012979797.1,"CCNC, SSN8",P93411,PF00382,KOG0794,CCC11_ORYSJ,,,,,,
192,Cluster-67248.80850,Cv111,--,--,--,--,PF11857//PF10261//PF06387,--,-,,,,,,
193,Cluster-67248.115240,Cv111,XP_011097567.1,XM_011099266.1,--,Q6NPP4,PF13606//PF03859//PF00023//PF01833//PF00612//PF01189,KOG0520,CMTA2_ARATH,,,,,,
194,Cluster-67248.119870,Cv111,AJQ20610.1,KJ784418.1,--,Q6NLC1,PF06472//PF05992//PF00664,KOG0060,AB2D_ARATH,,,,,,
195,Cluster-67248.137729,Cv111,XP_011074229.1,XM_012983412.1,--,F4I9T0,PF00400//PF04272,KOG1787,BCHB_ARATH,,,,,,
196,Cluster-67248.37854,Cv111,XP_009772245.1,--,--,--,--,--,-,,,,,,
197,Cluster-67248.106057,Cv111,XP_012850087.1,KJ775812.1,"FAD8, desB",P48620,PF00487,--,FAD3C_SESIN,,,,,,
198,Cluster-67248.102822,Cv111,XP_011094690.1,EU439708.1,E1.11.1.7,Q42580,PF00141,--,PER21_ARATH,,,,,,
199,Cluster-67248.68771,Cv111,XP_011094441.1,XM_012976342.1,--,--,PF06524//PF04931,--,-,,,,,,
200,Cluster-67248.69836,Cv111,KDO53088.1,XM_011078845.1,CALR,O04153,PF00262,KOG0674,CALR3_ARATH,,,,,,
201,Cluster-67248.106340,Cv111,XP_007139240.1,XM_010096720.1,HSPA1_8,P27322,PF02782//PF06723//PF01968,KOG0101,HSP72_SOLLC,,,,,,
202,Cluster-67248.111006,Cv111,XP_011095478.1,--,--,F4K3G5,PF00628,--,EDM2_ARATH,,,,,,
203,Cluster-67248.97664,Cv111,XP_011071733.1,XM_011073431.1,--,--,PF13414//PF04647//PF01920//PF00067//PF01544,--,-,,,,,,
204,Cluster-67248.101319,Cv111,XP_011079520.1,--,--,F4I8W1,PF10392//PF05109,--,DUF2_ARATH,,,,,,
205,Cluster-67248.97566,Cv111,XP_011073379.1,XM_010251984.1,--,--,PF13516//PF00560//PF13855,--,-,,,,,,
206,Cluster-67248.133140,Cv111,XP_011081726.1,XM_011083424.1,--,--,PF00476,--,-,,,,,,
207,Cluster-67248.114082,Cv111,XP_011085379.1,KT992827.1,--,Q9FFH1,PF00046//PF01529//PF05920//PF05066,KOG0843,RLT2_ARATH,,,,,,
208,Cluster-67248.120460,Cv111,XP_012848782.1,XM_011097205.1,--,--,PF00684,--,-,,,,,,
209,Cluster-67248.124956,Cv111,AJD25178.1,KP337684.1,E1.14.13.21,Q9SBQ9,PF00067,--,F3PH_PETHY,,,,,,
210,Cluster-67248.115960,Cv111,XP_012851188.1,--,--,Q9C7A2,PF13606//PF00023//PF00323,--,ITN1_ARATH,,,,,,
211,Cluster-67248.88233,Cv111,XP_011097289.1,XM_011098987.1,SUOX,Q9S850,PF00174,KOG0535,SUOX_ARATH,,,,,,
212,Cluster-67248.127520,Cv111,XP_011100313.1,XM_011102011.1,--,O23372,PF12125//PF04891//PF12937//PF00018,KOG0614,ATXR3_ARATH,,,,,,
213,Cluster-38634.0,Cv111,XP_011094308.1,--,--,Q9C942,--,--,CSE_ARATH,,,,,,
214,Cluster-67248.73459,Cv111,XP_011071216.1,XR_847376.1,"DHX38, PRP16",F4K2E9,PF07652//PF01169//PF00270//PF04408,KOG0924,PRP16_ARATH,,,,,,
215,Cluster-67248.92937,Cv111,P49357.1,XM_011075333.1,"glyA, SHMT",P50433,PF09330//PF00464//PF01212//PF00155,KOG2467,GLYM_SOLTU,,,,,,
216,Cluster-67248.144983,Cv111,XP_011072682.1,XM_011074380.1,--,Q6NQ79,--,--,ARID4_ARATH,,,,,,
217,Cluster-67248.83389,Cv111,XP_011090186.1,XM_011091886.1,"PRKAA, AMPK",Q2V452,PF06293//PF00069//PF07714//PF00509//PF03822,--,CIPK3_ARATH,,,,,,
218,Cluster-67248.77810,Cv111,XP_011098015.1,--,MLO,Q9FKY5,PF03094,--,MLO10_ARATH,,,,,,
219,Cluster-67248.109976,Cv111,XP_011082968.1,--,--,H2DH21,PF00067//PF00420,--,C7A29_PANGI,,,,,,
220,Cluster-67248.115849,Cv111,XP_011076219.1,XM_011077917.1,"TARS, thrS",O04630,PF00587,KOG1637,SYTM1_ARATH,,,,,,
221,Cluster-67248.54100,Cv111,XP_012856133.1,--,--,Q9ZTA3,PF03171,--,AOP1C_ARATH,,,,,,
222,Cluster-67248.132818,Cv111,XP_011100255.1,--,ERN1,Q9C5S2,PF06479,KOG1027,IRE1A_ARATH,,,,,,
223,Cluster-67248.82229,Cv111,XP_011090966.1,--,--,O81283,PF00158//PF00735//PF04548//PF03193//PF01926,--,TC159_ARATH,,,,,,
224,Cluster-67248.84071,Cv111,XP_012844166.1,XM_011080285.1,"adk, AK",Q8VYL1,PF00004//PF02224//PF02190//PF06414,KOG3078,KAD5_ARATH,,,,,,
225,Cluster-67248.146207,Cv111,XP_011084487.1,XM_011086185.1,SIGMA70,Q9ZNX9,--,--,SIGE_ARATH,,,,,,
226,Cluster-67248.123875,Cv111,XP_012831215.1,--,--,--,--,--,-,,,,,,
227,Cluster-67248.131113,Cv111,AKA27921.1,KM823178.1,--,Q9ZUU0,PF03106,--,WRK44_ARATH,,,,,,
228,Cluster-67248.104884,Cv111,EPS61550.1,XM_012990268.1,"UBE2M, UBC12",Q9SDY5,PF05773,KOG0420,RCE1_ARATH,,,,,,
229,Cluster-67248.145589,Cv111,XP_011093228.1,XM_011094926.1,E2.4.1.14,O22060,PF00862,--,SPSA1_CITUN,,,,,,
230,Cluster-67248.107824,Cv111,EYU21554.1,XM_011074022.1,"COPB2, SEC27",Q9C827,PF00400,KOG0276,COB22_ARATH,,,,,,
231,Cluster-71171.0,Cv111,--,HF679031.1,--,--,--,--,-,,,,,,
232,Cluster-67248.101158,Cv111,XP_011100362.1,XM_011102060.1,"SLC15A3_4, PHT",Q9LVE0,PF00854//PF02674,--,PTR33_ARATH,,,,,,
233,Cluster-67248.97639,Cv111,XP_011082825.1,XM_012981042.1,"infB, MTIF2",Q9SHI1,PF02571,--,IF2C_ARATH,,,,,,
234,Cluster-67248.38271,Cv111,NP_066487.1,AP014941.1,COX3,P00416,PF00119//PF00510,KOG4664,COX3_MOUSE,,,,,,
235,Cluster-67248.104243,Cv111,XP_012830349.1,KR822402.1,--,Q05349,--,--,12KD_FRAAN,,,,,,
236,Cluster-67248.65887,Cv111,XP_012841109.1,XM_012985656.1,CNGF,Q8RWS9,PF00612//PF00520,KOG0501,CNGC5_ARATH,,,,,,
237,Cluster-67248.104385,Cv111,XP_011099715.1,XM_011101413.1,--,Q8L7V3,PF01810//PF08241//PF03141,--,PMTQ_ARATH,,,,,,
238,Cluster-67248.96588,Cv111,XP_011087549.1,XM_012984372.1,"LKAP, MARF1",E1BP74,--,--,MARF1_BOVIN,,,,,,
239,Cluster-73563.2,Cv111,XP_006593038.1,--,CYP26A,Q7LHG5,PF00447//PF04513//PF00665,KOG0017,YI31B_YEAST,,,,,,
240,Cluster-67248.163091,Cv111,XP_011082829.1,XM_011099833.1,"GST, gst",Q03666,PF02798//PF13409//PF13417,--,GSTX4_TOBAC,,,,,,
241,Cluster-67248.92940,Cv111,AFK29285.1,KT324654.1,"SPS, sds",Q76FS5,PF00348//PF01805//PF07307,KOG0776,SPS2_ARATH,,,,,,
242,Cluster-67248.105163,Cv111,XP_011074751.1,XM_011102968.1,CESA,Q94JQ6,PF03552//PF00628//PF14634,--,CESA6_ARATH,,,,,,
243,Cluster-67248.130404,Cv111,XP_012838933.1,--,--,--,PF08527,--,-,,,,,,
244,Cluster-67248.105453,Cv111,XP_011090426.1,XM_012989774.1,--,Q9SIV5,PF03126//PF00643//PF02201,--,C3H19_ARATH,,,,,,
245,Cluster-67248.125838,Cv111,XP_011102160.1,XM_011103858.1,"SETD2, SET2",Q2LAE1,PF07496,--,ASHH2_ARATH,,,,,,
246,Cluster-67248.94094,Cv111,XP_012841142.1,XM_012983591.1,K07119,Q9SLN8,--,KOG1196,DBR_TOBAC,,,,,,
247,Cluster-67248.139756,Cv111,XP_011075415.1,XM_011077113.1,"SMG7, EST1C",A9QM73,--,--,SMG7_ARATH,,,,,,
248,Cluster-67248.130236,Cv111,XP_011092768.1,XM_011094466.1,--,Q9V3C5,--,KOG2006,RIC1_DROME,,,,,,
249,Cluster-67248.132612,Cv111,XP_011087190.1,XM_011088888.1,--,A6V4H6,PF00590,KOG1527,CYSG_PSEA7,,,,,,
250,Cluster-67248.104246,Cv111,XP_004247137.1,XM_014640828.1,--,--,PF13176//PF13181//PF13414//PF00515,--,-,,,,,,
251,Cluster-67248.48130,Cv111,XP_011092225.1,XM_011093923.1,--,--,--,--,-,,,,,,
252,Cluster-67248.84901,Cv111,XP_011095149.1,XM_011096847.1,"DRS2, ATP8A",P98204,PF00122,KOG0206,ALA1_ARATH,,,,,,
253,Cluster-67248.88871,Cv111,XP_011075230.1,XM_011076928.1,E2.4.1.82,Q94A08,--,--,RFS2_ARATH,,,,,,
254,Cluster-67248.123341,Cv111,XP_011099024.1,HG975443.1,--,Q9LF24,--,--,LNG1_ARATH,,,,,,
255,Cluster-67248.117096,Cv111,XP_012828735.1,XM_011095982.1,--,P91927,PF05121,KOG1043,A60DA_DROME,,,,,,
256,Cluster-67248.79689,Cv111,XP_011094325.1,--,cah,O04846,--,KOG0382,ATCA1_ARATH,,,,,,
257,Cluster-67248.123018,Cv111,XP_011090445.1,XM_011092143.1,CESA,Q94JQ6,PF03552//PF16685//PF00628//PF05433//PF00097//PF14634,--,CESA6_ARATH,,,,,,
258,Cluster-67248.80120,Cv111,XP_011090172.1,XM_011091870.1,--,Q9FMP8,PF00620,KOG1450,RGAP6_ARATH,,,,,,
259,Cluster-67248.62498,Cv111,XP_011079717.1,KT992837.1,--,--,PF05933//PF07496,--,-,,,,,,
260,Cluster-67248.114098,Cv111,XP_011088598.1,XM_011090296.1,--,Q9SKR2,PF17047//PF00168,KOG1012,SYT1_ARATH,,,,,,
261,Cluster-67248.99365,Cv111,XP_011082825.1,XM_012981042.1,"infB, MTIF2",Q9SHI1,PF02571,--,IF2C_ARATH,,,,,,
262,Cluster-67248.115998,Cv111,XP_012856369.1,XM_011074048.1,"KIF2_24, MCAK",Q940Y8,PF04542//PF00124,--,KN13B_ARATH,,,,,,
263,Cluster-67248.95596,Cv111,XP_012843113.1,--,--,--,PF13833//PF13405//PF10591//PF13499//PF13202//PF00036,--,-,,,,,,
264,Cluster-67248.116066,Cv111,AKA27874.1,KM823131.1,--,Q9LP56,PF04147,--,WRK65_ARATH,,,,,,
265,Cluster-67248.116155,Cv111,XP_011079813.1,XM_008236688.1,--,Q39089,PF05791,--,PAC_ARATH,,,,,,
266,Cluster-67248.104084,Cv111,--,--,--,--,--,--,-,,,,,,
267,Cluster-67248.173471,Cv111,XP_011074249.1,XM_012983577.1,FAR,Q08891,PF01370//PF03015//PF01073,KOG1221,FACR2_ARATH,,,,,,
268,Cluster-67248.90934,Cv111,XP_011094168.1,XM_003551056.3,bglX,A7LXU3,PF00933//PF01915,--,BGH3B_BACO1,,,,,,
269,Cluster-67248.59433,Cv111,--,--,--,--,PF06667,--,-,,,,,,
270,Cluster-11379.0,Cv111,XP_009149912.1,XM_009151664.1,LHCA4,P27521,--,--,CA4_ARATH,,,,,,
271,Cluster-67248.98139,Cv111,XP_011089738.1,XM_011091438.1,--,Q0WPZ6,PF00564,--,PP158_ARATH,,,,,,
272,Cluster-67248.75044,Cv111,EYU45804.1,XM_016041462.1,"SLC25A20_29, CACT, CACL, CRC1",Q93XM7,--,KOG0758,MCAT_ARATH,,,,,,
273,Cluster-67248.71493,Cv111,XP_012851998.1,XM_011078017.1,--,Q9AQM4,--,--,CARC_PSERE,,,,,,
274,Cluster-12662.0,Cv111,CDY12903.1,XM_013861930.1,LHCA3,Q9SY97,--,--,LHCA3_ARATH,,,,,,
275,Cluster-67248.5992,Cv111,XP_011099351.1,--,--,--,--,--,-,,,,,,
276,Cluster-67248.83783,Cv111,XP_011088515.1,--,--,--,PF13499//PF13405,--,-,,,,,,
277,Cluster-67248.157273,Cv111,AEZ55673.1,XM_012977343.1,HMGCR,P29057,PF00368,KOG2480,HMDH1_HEVBR,,,,,,
278,Cluster-67248.125209,Cv111,XP_012842351.1,XM_012986897.1,AP3B,Q9M2T1,PF01602//PF03606//PF00250//PF02985,KOG1060,AP3BA_ARATH,,,,,,
279,Cluster-67248.92798,Cv111,XP_011101499.1,XM_012974055.1,--,Q9LPU9,--,KOG4473,VITH1_ARATH,,,,,,
280,Cluster-67248.123223,Cv111,XP_011092289.1,XM_011089812.1,"UPF3, RENT3",Q9FVW4,PF00703,KOG1295,RENT3_ARATH,,,,,,
281,Cluster-67248.106934,Cv111,XP_011098135.1,XM_011099833.1,"GST, gst",Q03666,PF13417//PF02798//PF13409,--,GSTX4_TOBAC,,,,,,
282,Cluster-67248.86831,Cv111,XP_011079923.1,XM_011081621.1,--,F4HZB2,PF02988//PF00400//PF04834,KOG1786,BCHA1_ARATH,,,,,,
283,Cluster-67248.80602,Cv111,XP_011095479.1,XM_011097177.1,PLS1,Q7G188,PF00307//PF10798,KOG0046,FIMB1_ARATH,,,,,,
284,Cluster-67248.96582,Cv111,AAB39387.1,U59477.1,"FAD8, desB",P48620,PF00010//PF11960//PF05393//PF05615,--,FAD3C_SESIN,,,,,,
285,Cluster-67248.114585,Cv111,XP_012856795.1,XM_011074241.1,E3.6.3.1,Q9LVK9,PF00122,KOG0206,ALA7_ARATH,,,,,,
286,Cluster-67248.100650,Cv111,XP_011090296.1,XM_011090680.1,DNAJA2,Q94AW8,PF01155//PF00684,KOG0712,DNAJ3_ARATH,,,,,,
287,Cluster-67248.71505,Cv111,XP_012828302.1,XM_012972848.1,--,Q9FY75,PF02705,--,POT7_ARATH,,,,,,
288,Cluster-67248.106337,Cv111,XP_010030975.1,XM_011096540.1,HSPA1_8,P27322,PF06723//PF02782,KOG0101,HSP72_SOLLC,,,,,,
289,Cluster-67248.104088,Cv111,XP_011093093.1,XM_012980163.1,LHY,Q6R0H1,--,--,LHY_ARATH,,,,,,
290,Cluster-67248.115569,Cv111,XP_011081135.1,HM559228.1,--,Q9SGA8,PF00201,--,U83A1_ARATH,,,,,,
291,Cluster-67248.114681,Cv111,XP_011094459.1,XM_011096157.1,--,Q8N766,PF11501,KOG2103,EMC1_HUMAN,,,,,,
292,Cluster-67248.88741,Cv111,XP_012841693.1,XM_011100061.1,MYO5,F4K0A6,PF07195//PF07352//PF03623//PF00517//PF00612//PF01920//PF07926,--,MYO2_ARATH,,,,,,
293,Cluster-67248.136753,Cv111,XP_011099473.1,XM_011101171.1,CML,Q0DJV6,PF10591//PF13499//PF13202//PF00036//PF13833//PF13405//PF12763,KOG0027,CML18_ORYSJ,,,,,,
294,Cluster-67248.99142,Cv111,XP_012845030.1,XM_011084678.1,TPS,Q9LMI0,PF02358//PF14565//PF00982,KOG1050,TPS7_ARATH,,,,,,
295,Cluster-67248.100538,Cv111,XP_011077750.1,Z49150.1,metE,Q42662,PF08267//PF01717//PF00819,KOG2263,METE_PLESU,,,,,,
296,Cluster-67248.95417,Cv111,XP_011076231.1,XM_011077934.1,SFRS4_5_6,P92965,PF08675//PF00076,KOG0106,RS40_ARATH,,,,,,
297,Cluster-67248.82719,Cv111,--,XM_011090114.1,--,--,--,--,-,,,,,,
298,Cluster-67248.51096,Cv111,XP_011078760.1,XM_011080458.1,"DHX36, RHAU",F4HYJ7,PF00005//PF00437//PF02562//PF04408//PF00270//PF04060,KOG0920,DEXH3_ARATH,,,,,,
299,Cluster-67248.112916,Cv111,XP_011070909.1,KP337765.1,--,H2DH17,PF00067//PF06663,KOG0158,C7A22_PANGI,,,,,,
300,Cluster-67248.85568,Cv111,XP_012828048.1,--,--,O80674,PF00907,--,BH106_ARATH,,,,,,
301,Cluster-67248.111638,Cv111,XP_011082634.1,XM_011084332.1,--,F4IZM8,PF07813,KOG1904,HUAL3_ARATH,,,,,,
302,Cluster-67248.125381,Cv111,XP_012852252.1,XM_010526848.1,"speD, AMD1",Q96471,PF01536//PF02675,KOG0788,DCAM_IPONI,,,,,,
303,Cluster-67248.98903,Cv111,XP_011075414.1,XM_011077112.1,E1.4.7.1,Q9ZNZ7,PF01493//PF00556//PF04898//PF01645//PF00901//PF01070,KOG0399,GLTB1_ARATH,,,,,,
304,Cluster-67248.6264,Cv111,XP_011076750.1,XM_013003296.1,--,P92961,PF07552//PF05479,--,PROT1_ARATH,,,,,,
305,Cluster-67248.147948,Cv111,XP_011091387.1,XM_011093085.1,--,Q54UF8,PF03348,KOG2592,SERIC_DICDI,,,,,,
306,Cluster-67248.104224,Cv111,XP_011101109.1,XM_011102807.1,SF1,P0CO44,PF13014//PF00098//PF16866//PF00013//PF00076,KOG0119,BBP_CRYNJ,,,,,,
307,Cluster-67248.58784,Cv111,XP_011091322.1,XM_011093034.1,--,O50001,PF00407,--,PRU1_PRUAR,,,,,,
308,Cluster-67248.96979,Cv111,EYU20078.1,XM_011078331.1,--,Q39096,--,--,ERD15_ARATH,,,,,,
309,Cluster-67248.108165,Cv111,XP_011090296.1,XM_011091994.1,DNAJA2,P42824,PF16685//PF01155//PF05201//PF00684,KOG0712,DNJH2_ALLPO,,,,,,
310,Cluster-67248.89733,Cv111,XP_011072752.1,--,--,Q9C8K7,PF01344//PF07646,KOG0379,FBK21_ARATH,,,,,,
311,Cluster-67248.121665,Cv111,XP_009783113.1,XM_011086057.1,aroC,Q42884,PF01264,KOG4492,AROC1_SOLLC,,,,,,
312,Cluster-67248.90898,Cv111,--,--,--,--,PF12906//PF04554,--,-,,,,,,
313,Cluster-67248.87982,Cv111,XP_011097296.1,XM_011098994.1,CLCN7,P92941,--,--,CLCA_ARATH,,,,,,
314,Cluster-67248.106883,Cv111,XP_006425687.1,XM_012991401.1,"SDHA, SDH1",O82663,PF01134//PF03789//PF01494//PF02910//PF01266//PF07992,KOG2403,SDHA1_ARATH,,,,,,
315,Cluster-67248.102789,Cv111,XP_011083679.1,XM_011085377.1,--,P49902,--,--,5NTC_HUMAN,,,,,,
316,Cluster-67248.84097,Cv111,EYU22085.1,--,--,--,--,--,-,,,,,,
317,Cluster-67248.135023,Cv111,XP_011087304.1,XM_011089002.1,clpB,P42730,PF10662//PF02367//PF00437//PF07728//PF00005//PF07726//PF00910//PF04851//PF01544//PF00158//PF05496//PF00004//PF01637//PF02861//PF04111//PF07724//PF06309//PF09726//PF08287//PF06414//PF03193//PF08477//PF01695,KOG1051,CLPB1_ARATH,,,,,,
318,Cluster-67248.113187,Cv111,XP_011098545.1,XM_011100243.1,SIN3A,Q9SRH9,PF02284//PF02671,KOG4204,SNL1_ARATH,,,,,,
319,Cluster-67248.152682,Cv111,XP_012848699.1,XM_011097291.1,KIFC2_3,Q8W1Y3,PF07926//PF00225//PF06156//PF00307//PF16796//PF02183,KOG0239,KN14F_ARATH,,,,,,
320,Cluster-67248.113369,Cv111,XP_011074228.1,XM_011075926.1,"GPI, pgi",Q8H103,PF00342,--,G6PIP_ARATH,,,,,,
321,Cluster-67248.80974,Cv111,AHL27585.1,KF872204.1,"RDR, RDRP",Q9LQV2,PF05183//PF02576,KOG0988,RDR1_ARATH,,,,,,
322,Cluster-67248.123094,Cv111,XP_011090445.1,XM_011092143.1,CESA,Q94JQ6,PF00628//PF03552//PF16685//PF00097//PF05433//PF14634,--,CESA6_ARATH,,,,,,
323,Cluster-73688.0,Cv111,XP_002901260.1,XM_009536136.1,--,P23585,PF14943//PF00083//PF07690,--,HXT2_YEAST,,,,,,
324,Cluster-67248.129917,Cv111,XP_011076102.1,XM_011077800.1,--,Q8H0W3,--,--,RVE6_ARATH,,,,,,
325,Cluster-67248.124400,Cv111,XP_011089164.1,XM_011090863.1,--,Q8RVL2,PF00648,KOG0045,DEK1_ARATH,,,,,,
326,Cluster-67248.97793,Cv111,XP_011073495.1,--,--,Q84WL6,--,--,WDL3_ARATH,,,,,,
327,Cluster-67248.76378,Cv111,XP_011094578.1,XM_011096280.1,PIP5K,Q8L850,PF09749//PF01504,KOG0229,PI5K9_ARATH,,,,,,
328,Cluster-67248.90087,Cv111,XP_011091304.1,XM_012973122.1,--,Q4FE47,PF00023//PF13606,KOG0504,XB35_ARATH,,,,,,
329,Cluster-67248.107477,Cv111,XP_011073259.1,XM_011074957.1,clpC,P42762,PF00437//PF02562//PF02367//PF00005//PF07728//PF04851//PF00158//PF00910//PF05496//PF00004//PF02861//PF01637//PF06068//PF07724//PF06414//PF06309//PF03193//PF08477//PF01695,KOG1051,CLPD_ARATH,,,,,,
330,Cluster-67248.153054,Cv111,XP_011084374.1,XR_848208.1,--,Q9FPR3,--,--,EDR1_ARATH,,,,,,
331,Cluster-67248.69656,Cv111,XP_011099741.1,XM_011101439.1,"MAP3K2, MEKK2",F4HRJ4,PF00069//PF06293//PF07714,KOG0198,M3K3A_ARATH,,,,,,
332,Cluster-67248.132235,Cv111,XP_011073453.1,--,--,Q9LUI2,PF04111,--,NET1A_ARATH,,,,,,
333,Cluster-67248.74164,Cv111,XP_004247137.1,--,--,--,PF13176//PF13181//PF13414//PF00515,--,-,,,,,,
334,Cluster-67248.74241,Cv111,XP_011096937.1,XM_011098635.1,sppA,Q9C9C0,PF01343,--,SPPA1_ARATH,,,,,,
335,Cluster-67248.139330,Cv111,EYU22224.1,--,"ELF2C, AGO",Q9SDG8,PF02171//PF08720,KOG1041,AGO4A_ORYSJ,,,,,,
336,Cluster-67248.99760,Cv111,XP_012830376.1,XM_012974922.1,"RPB2, POLR2B",Q54J75,PF04561//PF04563,KOG0214,RPB2_DICDI,,,,,,
337,Cluster-67248.131711,Cv111,XP_011084908.1,XM_011086606.1,PLCD,Q8GV43,PF00168//PF00387,KOG0169,PLCD6_ARATH,,,,,,
338,Cluster-67248.127473,Cv111,XP_011074201.1,XM_011075899.1,--,Q9M9E8,PF12937//PF00646,KOG2130,FB92_ARATH,,,,,,
339,Cluster-67248.83303,Cv111,XP_011073023.1,XM_011074721.1,--,--,PF00498//PF02822//PF08038,--,-,,,,,,
340,Cluster-67248.121766,Cv111,XP_011079626.1,XM_011081324.1,--,P0DKG8,PF01842//PF04607//PF13291,--,RSH1L_ARATH,,,,,,
341,Cluster-67248.123207,Cv111,XP_011086491.1,XM_012991116.1,UGT74B1,O48676,PF03033//PF00201,--,U74B1_ARATH,,,,,,
342,Cluster-67248.76847,Cv111,XP_011072311.1,XM_011074009.1,--,Q945B6,PF09398//PF03171,--,AOP1L_ARATH,,,,,,
343,Cluster-67248.25931,Cv111,XP_011075994.1,XM_011086205.1,--,Q9LV09,PF05236//PF10152//PF09057//PF01080//PF05529,--,BOB1_ARATH,,,,,,
344,Cluster-67248.107305,Cv111,XP_012836087.1,--,--,--,PF00558,--,-,,,,,,
345,Cluster-67248.145874,Cv111,XP_012829739.1,--,--,--,--,--,-,,,,,,
346,Cluster-67248.5351,Cv111,XP_009141833.1,XM_013889376.1,--,P10896,--,--,RCA_ARATH,,,,,,
347,Cluster-67248.102222,Cv111,XP_011088839.1,XM_011090537.1,--,--,--,--,-,,,,,,
348,Cluster-67248.105579,Cv111,XP_012857094.1,--,--,--,--,--,-,,,,,,
349,Cluster-67248.116848,Cv111,XP_011097582.1,KF887918.1,--,Q94FB9,PF00005//PF13304//PF01580//PF00488//PF06472//PF00437//PF01637,KOG0060,AB1D_ARATH,,,,,,
350,Cluster-67248.43252,Cv111,XP_011072026.1,XM_011073725.1,--,--,PF01226,--,-,,,,,,
351,Cluster-67248.98740,Cv111,XP_012836576.1,XM_012981122.1,"RPM1, RPS3",Q9FN48,--,--,CAS_ARATH,,,,,,
352,Cluster-67248.95673,Cv111,XP_012849493.1,XM_011095331.1,"E1.1.1.40, maeB",P51615,PF03949//PF00390,KOG1257,MAOX_VITVI,,,,,,
353,Cluster-67248.95310,Cv111,AAR09603.1,AY337462.1,--,Q6VMW0,PF08100//PF05891//PF00891//PF01349//PF01264,--,Q8OMT_MENPI,,,,,,
354,Cluster-67248.84302,Cv111,XP_012839179.1,FJ432699.1,E1.14.11.9,Q05963,PF03171,--,FL3H_CALCH,,,,,,
355,Cluster-67248.104133,Cv111,XP_011087878.1,HG975440.1,--,A8MQN2,--,--,LNK1_ARATH,,,,,,
356,Cluster-67248.31901,Cv111,XP_011100916.1,KM288537.1,--,--,PF05309,--,-,,,,,,
357,Cluster-67248.99469,Cv111,XP_011092999.1,--,--,Q67YM6,--,--,DIR11_ARATH,,,,,,
358,Cluster-67248.103625,Cv111,XP_011099835.1,--,--,Q66HX8,PF02178,--,GDAP2_DANRE,,,,,,
359,Cluster-67248.129464,Cv111,XP_011090159.1,XM_011091857.1,CHD1,F4IV99,PF00176,KOG0384,CHR5_ARATH,,,,,,
360,Cluster-67248.124160,Cv111,XP_011076937.1,XM_011078637.1,--,--,PF02070,--,-,,,,,,
361,Cluster-67248.131314,Cv111,XP_012830901.1,XM_012975447.1,"PATL1, PAT1",--,PF01745,--,-,,,,,,
362,Cluster-67248.4121,Cv111,XP_009134472.1,AC241150.1,metK,Q94FA4,PF00438//PF02772//PF02773,KOG1506,METK5_BRAJU,,,,,,
363,Cluster-67248.107526,Cv111,XP_011078439.1,--,--,P85524,PF00407,--,KIRO_ACTDE,,,,,,
364,Cluster-67248.133784,Cv111,XP_011076379.1,XM_011078077.1,SMC2,Q9C5Y4,PF13304,KOG0933,SMC21_ARATH,,,,,,
365,Cluster-67248.88088,Cv111,AGT40332.1,XM_012993679.1,APR,P92980,PF00578//PF01507//PF00085,KOG0191,APR3_ARATH,,,,,,
366,Cluster-67248.89378,Cv111,XP_011097815.1,XM_011099513.1,--,Q9SZ11,PF03009,--,GPDL3_ARATH,,,,,,
367,Cluster-67248.114133,Cv111,XP_011069664.1,XM_011094502.1,--,Q3EDL4,PF07714//PF00069,--,Y1154_ARATH,,,,,,
368,Cluster-67248.145058,Cv111,XP_011070126.1,XM_011071824.1,PEX19,Q94EI3,PF04614,KOG3133,PE192_ARATH,,,,,,
369,Cluster-67248.158168,Cv111,XP_011091175.1,DQ154119.1,"ETR, ERS",Q0WPQ2,PF13492//PF01590//PF00512,--,ETR2_ARATH,,,,,,
370,Cluster-67248.107827,Cv111,AGW27193.1,AY587891.1,4CL,P31687,PF00501,--,4CL2_SOYBN,,,,,,
371,Cluster-67248.115246,Cv111,XP_011083514.1,XM_011085212.1,"XRN2, RAT1",Q9FQ03,PF03159//PF00288//PF00098,KOG2044,XRN3_ARATH,,,,,,
372,Cluster-67248.50537,Cv111,--,--,--,--,--,--,-,,,,,,
